,open,close,low,high,volume,money,high_limit,low_limit,avg,label
2006-11-30,2058.77,2099.29,2058.77,2102.06,7277973100.0,44083104306.0,2259.5,1848.68,2079.891,2102.05
2006-12-01,2106.3,2102.05,2087.6,2112.58,7617896400.0,48697920471.0,2309.22,1889.36,2102.714,2161.65
2006-12-04,2103.82,2161.65,2100.56,2164.59,8723279000.0,53276474809.0,2312.25,1891.84,2137.251,2173.28
2006-12-05,2167.36,2173.28,2159.32,2195.53,8815717100.0,55124102088.0,2377.81,1945.48,2177.083,2156.6
2006-12-06,2175.38,2156.6,2097.42,2192.9,10434780700.0,62689425164.0,2390.61,1955.96,2152.368,2156.75
2006-12-07,2152.59,2156.75,2145.79,2206.51,9927876600.0,59313113556.0,2372.26,1940.94,2183.333,2093.64
2006-12-08,2133.36,2093.64,2090.4,2164.02,8088971900.0,47201607028.0,2372.43,1941.08,2127.583,2180.5
2006-12-11,2085.06,2180.5,2084.27,2181.16,6267601700.0,37029535686.0,2303.0,1884.27,2135.18,2218.95
2006-12-12,2189.69,2218.95,2180.37,2228.64,7019177600.0,42334761701.0,2398.55,1962.45,2206.796,2223.45
2006-12-13,2224.43,2223.45,2195.64,2244.41,5749274900.0,36314222617.0,2440.85,1997.06,2220.951,2249.11
2006-12-14,2226.0,2249.11,2212.91,2250.32,5843932000.0,37212845035.0,2445.8,2001.11,2233.119,2273.91
2006-12-15,2255.24,2273.91,2241.2,2275.49,6061194900.0,40412388744.0,2474.02,2024.2,2262.864,2332.43
2006-12-18,2277.28,2332.43,2277.28,2335.23,7825219300.0,52385973039.0,2501.3,2046.52,2306.838,2364.18
2006-12-19,2342.18,2364.18,2315.99,2381.63,8705492800.0,56275481965.0,2565.68,2099.19,2351.791,2373.2
2006-12-20,2356.26,2373.2,2332.93,2381.13,7829893500.0,49596491202.0,2600.59,2127.76,2361.5,2342.94
2006-12-21,2372.46,2342.94,2339.91,2386.82,8318255100.0,53018987601.0,2610.53,2135.88,2369.115,2343.67
2006-12-22,2334.27,2343.67,2321.92,2366.69,7048462000.0,46072199864.0,2577.23,2108.64,2341.718,2435.76
2006-12-25,2350.13,2435.76,2350.13,2452.43,7393945000.0,47815717698.0,2578.03,2109.3,2418.517,2479.73
2006-12-26,2437.85,2479.73,2424.94,2505.7,7226149200.0,44811517142.0,2679.34,2192.19,2459.705,2536.39
2006-12-27,2478.06,2536.39,2461.07,2538.66,7211821800.0,45140881899.0,2727.71,2231.76,2498.343,2567.59
2006-12-28,2538.95,2567.59,2530.33,2611.79,7871894100.0,50519293382.0,2790.03,2282.75,2571.364,2675.47
2006-12-29,2585.42,2675.47,2585.42,2698.9,8676901200.0,59092790033.0,2824.35,2310.83,2642.677,2715.72
2007-01-04,2728.19,2715.72,2684.82,2847.61,12015602100.0,83945528497.0,2943.02,2407.93,2781.864,2641.33
2007-01-05,2668.58,2641.33,2617.02,2685.8,10615562500.0,70128701946.0,2987.29,2444.15,2653.826,2707.2
2007-01-08,2621.07,2707.2,2620.63,2708.44,10681324400.0,72165879323.0,2905.47,2377.2,2664.525,2807.8
2007-01-09,2711.05,2807.8,2691.36,2809.39,11075126700.0,86221973459.0,2977.92,2436.48,2746.791,2825.58
2007-01-10,2838.11,2825.58,2770.99,2841.74,11176936500.0,79050663277.0,3088.58,2527.02,2810.691,2770.11
2007-01-11,2819.37,2770.11,2763.89,2841.18,12159871700.0,83986726356.0,3108.13,2543.02,2796.597,2668.11
2007-01-12,2745.32,2668.11,2652.58,2782.03,10730376800.0,73434040960.0,3047.12,2493.1,2720.359,2794.7
2007-01-15,2660.07,2794.7,2658.88,2795.33,9176156100.0,66939481014.0,2934.92,2401.3,2726.602,2821.02
2007-01-16,2818.66,2821.02,2757.2,2830.8,11117857400.0,83325769117.0,3074.17,2515.23,2798.483,2778.9
2007-01-17,2828.4,2778.9,2742.59,2870.42,12737748000.0,96777586649.0,3103.12,2538.92,2808.734,2756.98
2007-01-18,2760.94,2756.98,2679.7,2784.04,11231395600.0,84133817342.0,3056.79,2501.01,2732.75,2832.21
2007-01-19,2761.89,2832.21,2761.89,2833.45,12206189400.0,89644076225.0,3032.68,2481.28,2803.439,2933.19
2007-01-22,2857.9,2933.19,2857.9,2934.65,13857609000.0,103038439679.0,3115.43,2548.99,2900.702,2949.14
2007-01-23,2964.69,2949.14,2851.92,2970.68,14279180300.0,109027312181.0,3226.51,2639.87,2918.437,2975.13
2007-01-24,2955.42,2975.13,2927.72,2994.28,12205679000.0,97516182441.0,3244.06,2654.23,2966.898,2857.36
2007-01-25,2946.5,2857.36,2853.82,2947.15,11719721500.0,92960236867.0,3272.64,2677.62,2906.707,2882.56
2007-01-26,2805.96,2882.56,2720.83,2905.98,10959913100.0,84624396154.0,3143.1,2571.63,2807.498,2945.26
2007-01-29,2897.25,2945.26,2885.86,2954.34,11206790600.0,89180334010.0,3170.81,2594.3,2921.01,2930.56
2007-01-30,2959.4,2930.56,2901.76,2980.51,11193172100.0,87664383237.0,3239.79,2650.74,2944.676,2786.34
2007-01-31,2926.07,2786.34,2766.75,2929.65,11426597000.0,86136968623.0,3223.62,2637.51,2864.439,2785.43
2007-02-01,2744.81,2785.43,2706.29,2801.69,9344353100.0,69672869134.0,3064.97,2507.7,2764.129,2673.21
2007-02-02,2791.49,2673.21,2666.86,2796.44,8544623600.0,65092192877.0,3063.98,2506.89,2719.549,2612.54
2007-02-05,2658.07,2612.54,2610.33,2672.35,6922451200.0,54541808882.0,2940.53,2405.89,2633.945,2675.7
2007-02-06,2612.84,2675.7,2541.53,2677.04,8662995000.0,68761575726.0,2873.79,2351.28,2602.953,2716.18
2007-02-07,2688.96,2716.18,2681.33,2745.39,9488376400.0,77315160642.0,2943.27,2408.13,2715.069,2737.73
2007-02-08,2725.14,2737.73,2691.27,2751.16,8843429500.0,69597596590.0,2987.79,2444.56,2720.558,2730.39
2007-02-09,2741.48,2730.39,2704.36,2747.94,8087443800.0,62974673347.0,3011.51,2463.96,2727.156,2807.17
2007-02-12,2729.84,2807.17,2728.78,2807.51,7900940300.0,63455731244.0,3003.42,2457.35,2775.65,2831.87
2007-02-13,2819.14,2831.87,2801.31,2835.09,7900167100.0,62209741474.0,3087.89,2526.46,2823.726,2905.09
2007-02-14,2836.82,2905.09,2823.38,2915.06,9404455500.0,74326325650.0,3115.06,2548.68,2875.73,2993.01
2007-02-15,2923.67,2993.01,2923.67,2994.62,10883117700.0,86918918792.0,3195.6,2614.58,2960.799,2998.47
2007-02-16,3018.18,2998.47,2975.83,3036.35,11792172200.0,94064924161.0,3292.31,2693.71,3007.888,3040.6
2007-02-26,2999.09,3040.6,2960.74,3041.34,11205699200.0,91054567401.0,3298.32,2698.63,2998.192,2771.79
2007-02-27,3048.83,2771.79,2763.39,3049.77,16137566300.0,129212458918.0,3344.66,2736.54,2921.542,2881.07
2007-02-28,2734.59,2881.07,2732.88,2888.9,12147916800.0,95421808405.0,3048.97,2494.61,2807.013,2797.19
2007-03-01,2877.2,2797.19,2760.91,2878.36,12736486000.0,106613522193.0,3169.18,2592.97,2809.825,2831.53
2007-03-02,2792.94,2831.53,2777.8,2846.16,9394396500.0,74931594366.0,3076.91,2517.47,2817.549,2785.31
2007-03-05,2827.68,2785.31,2723.07,2858.44,10691058400.0,84960180835.0,3114.68,2548.37,2792.639,2840.18
2007-03-06,2776.17,2840.18,2756.96,2866.33,7704048600.0,63993290649.0,3063.84,2506.78,2813.3,2896.59
2007-03-07,2851.75,2896.59,2849.65,2911.42,8791393000.0,73844900602.0,3124.19,2556.16,2887.848,2928.01
