,open,close,low,high,volume,money,high_limit,low_limit,avg,label
2010-10-20,2947.51,3003.95,2942.51,3041.15,20780442400.0,262064859271.0,3302.04,2701.67,2991.448,2983.53
2010-10-21,3009.22,2983.53,2958.55,3018.24,16143614100.0,205073033663.0,3304.35,2703.56,2989.456,2975.04
2010-10-22,2976.75,2975.04,2954.62,2997.62,14707988100.0,194901562536.0,3281.89,2685.18,2977.368,3051.42
2010-10-25,2979.71,3051.42,2959.3,3051.54,19211424300.0,251711409457.0,3272.55,2677.54,3008.653,3041.54
2010-10-26,3065.84,3041.54,3017.82,3073.38,19877890800.0,260361924707.0,3356.56,2746.28,3050.62,2997.05
2010-10-27,3031.64,2997.05,2988.87,3056.4,17626828000.0,230105302322.0,3345.7,2737.39,3024.722,2992.58
2010-10-28,2989.29,2992.58,2969.3,3007.01,14353793300.0,185681185119.0,3296.75,2697.34,2990.953,2978.84
2010-10-29,2993.3,2978.84,2955.48,2996.77,14710975400.0,194560385949.0,3291.84,2693.32,2977.331,3054.02
2010-11-01,2986.89,3054.02,2986.89,3054.05,18624318000.0,251047187661.0,3276.72,2680.95,3027.537,3045.43
2010-11-02,3061.63,3045.43,3029.32,3089.57,22494728300.0,306509480691.0,3359.42,2748.62,3054.043,3030.99
2010-11-03,3044.02,3030.99,3017.1,3069.07,18984803200.0,243967884564.0,3349.98,2740.89,3042.057,3086.94
2010-11-04,3035.37,3086.94,3035.37,3087.42,17685709600.0,228103070952.0,3334.09,2727.89,3064.847,3129.5
2010-11-05,3129.87,3129.5,3105.92,3142.59,21195580300.0,273178387115.0,3395.63,2778.25,3120.924,3159.51
2010-11-08,3140.39,3159.51,3124.09,3160.7,20541796000.0,259242023178.0,3442.45,2816.55,3144.206,3135.0
2010-11-09,3159.02,3135.0,3110.34,3159.02,19245574600.0,248089377253.0,3475.46,2843.56,3133.831,3115.36
2010-11-10,3120.44,3115.36,3093.88,3124.26,18505242300.0,248974312235.0,3448.5,2821.5,3109.286,3147.74
2010-11-11,3108.51,3147.74,3102.77,3186.72,21027474300.0,286984448926.0,3426.89,2803.82,3142.826,2985.43
2010-11-12,3121.92,2985.43,2975.16,3150.15,23308495800.0,298405913630.0,3462.52,2832.97,3065.784,3014.41
2010-11-15,2984.87,3014.41,2939.68,3016.13,15315244800.0,197094095394.0,3283.98,2686.89,2972.62,2894.54
2010-11-16,3007.64,2894.54,2885.75,3007.64,17108937300.0,221674190365.0,3315.85,2712.97,2954.353,2838.86
2010-11-17,2852.48,2838.86,2824.12,2891.05,12378026100.0,158701993085.0,3183.99,2605.08,2860.697,2865.45
2010-11-18,2855.61,2865.45,2827.18,2873.7,10222618200.0,127770552363.0,3122.74,2554.97,2856.857,2888.57
2010-11-19,2879.66,2888.57,2806.64,2888.75,12377846000.0,155775076598.0,3152.0,2578.91,2854.29,2884.37
2010-11-22,2861.61,2884.37,2852.77,2904.97,12711771600.0,162685478702.0,3177.42,2599.71,2883.355,2828.28
2010-11-23,2872.17,2828.28,2791.58,2872.17,11631195600.0,145079505571.0,3172.81,2595.93,2826.428,2859.94
2010-11-24,2794.86,2859.94,2794.86,2861.49,11615623800.0,147881632989.0,3111.11,2545.45,2843.402,2898.26
2010-11-25,2875.86,2898.26,2856.96,2901.68,13160845300.0,167185489070.0,3145.93,2573.94,2880.987,2871.7
2010-11-26,2890.29,2871.7,2851.96,2894.42,11086619100.0,143563927853.0,3188.09,2608.43,2873.856,2866.36
2010-11-29,2861.15,2866.36,2841.8,2878.83,10245254200.0,133970912192.0,3158.87,2584.53,2859.243,2820.18
2010-11-30,2863.41,2820.18,2758.92,2881.16,13932486300.0,173085021719.0,3152.99,2579.72,2818.352,2823.45
2010-12-01,2810.54,2823.45,2795.81,2834.2,8126329600.0,104257887056.0,3102.2,2538.16,2816.454,2843.61
2010-12-02,2860.46,2843.61,2841.47,2870.81,10419575500.0,132216371806.0,3105.79,2541.1,2856.931,2842.43
2010-12-03,2846.72,2842.43,2822.74,2853.4,8352101000.0,105926905632.0,3127.97,2559.25,2838.847,2857.18
2010-12-06,2850.38,2857.18,2831.7,2871.41,8977305500.0,110832357332.0,3126.67,2558.19,2850.838,2875.86
2010-12-07,2843.77,2875.86,2809.11,2884.53,8678549700.0,111266697682.0,3142.9,2571.46,2844.539,2848.55
2010-12-08,2868.73,2848.55,2843.94,2880.56,8670737900.0,110227180945.0,3163.45,2588.27,2864.791,2810.95
2010-12-09,2837.61,2810.95,2808.51,2854.7,9462255200.0,108747831200.0,3133.4,2563.69,2830.457,2841.04
2010-12-10,2798.74,2841.04,2792.52,2850.42,8049610800.0,98203063221.0,3092.04,2529.85,2822.955,2922.95
2010-12-13,2850.32,2922.95,2847.66,2923.77,12887846800.0,159949594346.0,3125.14,2556.94,2887.455,2927.08
2010-12-14,2928.3,2927.08,2912.42,2933.41,12094493600.0,152967337113.0,3215.25,2630.66,2922.589,2911.41
2010-12-15,2927.26,2911.41,2905.65,2939.05,10946248900.0,143370183684.0,3219.78,2634.37,2921.803,2898.14
2010-12-16,2908.86,2898.14,2891.86,2921.28,8760631300.0,109770051795.0,3202.56,2620.27,2908.045,2893.74
2010-12-17,2896.77,2893.74,2881.0,2898.81,7367713600.0,93857086844.0,3187.95,2608.32,2889.442,2852.92
2010-12-20,2901.47,2852.92,2804.56,2911.56,11375549500.0,146605402004.0,3183.11,2604.37,2856.872,2904.11
2010-12-21,2857.59,2904.11,2846.63,2908.17,10682562300.0,136465367525.0,3138.21,2567.62,2881.648,2877.9
2010-12-22,2910.73,2877.9,2867.05,2917.2,9832555700.0,126067397507.0,3194.53,2613.7,2895.485,2855.22
2010-12-23,2874.2,2855.22,2849.84,2893.71,8900248800.0,109372940622.0,3165.69,2590.11,2870.426,2835.16
2010-12-24,2841.35,2835.16,2813.5,2853.49,8121684800.0,95886756272.0,3140.74,2569.7,2836.71,2781.4
2010-12-27,2842.81,2781.4,2774.54,2876.81,9780727800.0,123390148348.0,3118.67,2551.64,2835.494,2732.99
2010-12-28,2768.03,2732.99,2730.41,2775.15,8433263200.0,96990632639.0,3059.54,2503.26,2751.75,2751.53
2010-12-29,2735.48,2751.53,2721.48,2753.03,6394127800.0,76202882886.0,3006.29,2459.69,2737.319,2759.57
2010-12-30,2751.97,2759.57,2724.54,2768.13,7317204600.0,86056703442.0,3026.68,2476.37,2748.085,2808.08
2010-12-31,2759.16,2808.08,2758.13,2808.93,8335021400.0,108441746000.0,3035.53,2483.62,2783.514,2852.65
2011-01-04,2825.33,2852.65,2810.11,2855.4,11007279100.0,145659819257.0,3088.88,2527.27,2835.21,2838.59
2011-01-05,2833.12,2838.59,2824.3,2850.49,10441528200.0,135264799911.0,3137.91,2567.38,2838.876,2824.2
2011-01-06,2838.43,2824.2,2816.95,2853.88,8470561600.0,113251589879.0,3122.45,2554.73,2829.425,2838.8
2011-01-07,2820.66,2838.8,2807.87,2868.01,11312956800.0,137163500552.0,3106.62,2541.78,2837.939,2791.81
2011-01-10,2832.62,2791.81,2786.86,2847.36,9078087200.0,110796771362.0,3122.68,2554.92,2820.406,2804.05
2011-01-11,2783.48,2804.05,2770.34,2810.76,8055378000.0,94484834019.0,3070.99,2512.63,2788.422,2821.3
2011-01-12,2811.78,2821.3,2788.13,2828.47,7924611700.0,88093030257.0,3084.45,2523.64,2811.16,2827.71
2011-01-13,2830.53,2827.71,2810.87,2837.53,7488626500.0,87930916308.0,3103.44,2539.17,2825.566,2791.34
2011-01-14,2817.05,2791.34,2780.44,2817.05,7675388000.0,90644705327.0,3110.48,2544.94,2796.564,2706.66
2011-01-17,2772.45,2706.66,2698.78,2780.94,9251911300.0,104849169136.0,3070.48,2512.21,2736.822,2708.98
2011-01-18,2696.15,2708.98,2683.37,2715.41,6037727600.0,67738468876.0,2977.33,2435.99,2699.116,2758.1
2011-01-19,2707.82,2758.1,2700.81,2759.6,7849316900.0,89943624643.0,2979.88,2438.08,2730.802,2677.65
2011-01-20,2752.8,2677.65,2676.13,2752.8,8604719100.0,95850318766.0,3033.91,2482.29,2715.085,2715.29
2011-01-21,2668.68,2715.29,2667.29,2746.18,9563903800.0,102843430980.0,2945.42,2409.89,2709.462,2695.72
2011-01-24,2716.52,2695.72,2690.65,2736.11,8792080700.0,96191099725.0,2986.82,2443.76,2711.726,2677.43
2011-01-25,2691.69,2677.43,2661.45,2701.04,6948141200.0,75578247319.0,2965.29,2426.15,2680.88,2708.81
2011-01-26,2677.17,2708.81,2676.77,2710.74,6075089900.0,67295416034.0,2945.18,2409.69,2695.425,2749.15
2011-01-27,2690.82,2749.15,2677.21,2753.0,10556916300.0,115247052001.0,2979.7,2437.93,2725.934,2752.75
2011-01-28,2741.31,2752.75,2733.29,2759.44,8542799200.0,98480283957.0,3024.07,2474.24,2745.853,2790.69
2011-01-31,2751.53,2790.69,2748.54,2790.92,9150281400.0,106841488912.0,3028.03,2477.48,2772.77,2798.96
2011-02-01,2795.07,2798.96,2785.3,2805.05,7335009200.0,90093971270.0,3069.76,2511.62,2795.303,2774.07
2011-02-09,2778.7,2774.07,2764.87,2804.21,8725778800.0,104839248017.0,3078.86,2519.06,2787.274,2818.16
2011-02-10,2769.65,2818.16,2760.18,2819.06,9791976300.0,117148637064.0,3051.47,2496.66,2788.663,2827.33
2011-02-11,2815.12,2827.33,2807.61,2835.41,10775817100.0,127724538685.0,3099.98,2536.35,2822.825,2899.13
2011-02-14,2828.57,2899.13,2828.57,2906.26,15424297000.0,179797617886.0,3110.06,2544.6,2874.772,2899.24
2011-02-15,2900.43,2899.24,2892.64,2934.47,15244989800.0,187333867984.0,3189.05,2609.22,2912.35,2923.9
2011-02-16,2893.68,2923.9,2882.55,2924.19,12780569700.0,160067647859.0,3189.16,2609.31,2904.47,2926.96
2011-02-17,2929.26,2926.96,2905.03,2939.28,13041549800.0,169047618017.0,3216.29,2631.51,2922.448,2899.79
2011-02-18,2924.23,2899.79,2890.26,2924.23,11377546300.0,142026766640.0,3219.66,2634.27,2906.958,2932.25
2011-02-21,2886.54,2932.25,2884.19,2932.82,11885588300.0,146223076330.0,3189.77,2609.81,2911.12,2855.52
2011-02-22,2941.32,2855.52,2851.62,2944.41,15300462200.0,191781551911.0,3225.47,2639.02,2891.038,2862.63
2011-02-23,2844.99,2862.63,2839.2,2868.48,11108305900.0,137631214946.0,3141.07,2569.96,2855.335,2878.6
2011-02-24,2861.39,2878.6,2854.56,2881.54,10977258800.0,137321708120.0,3148.9,2576.37,2869.405,2878.57
2011-02-25,2876.78,2878.57,2848.65,2890.32,10009403900.0,124246938029.0,3166.46,2590.74,2871.171,2905.05
2011-02-28,2880.17,2905.05,2861.82,2906.17,11870576300.0,148337062867.0,3166.42,2590.71,2887.155,2918.92
2011-03-01,2906.28,2918.92,2901.55,2931.58,13655504800.0,172228926431.0,3195.56,2614.55,2914.051,2913.81
2011-03-02,2905.51,2913.81,2883.57,2924.96,13344225800.0,165439298142.0,3210.81,2627.03,2904.249,2902.98
2011-03-03,2918.73,2902.98,2900.76,2937.56,15048888400.0,177696887629.0,3205.19,2622.43,2920.289,2942.31
2011-03-04,2902.19,2942.31,2898.08,2944.46,11827724100.0,144491216965.0,3193.28,2612.68,2919.413,2996.21
2011-03-07,2952.72,2996.21,2952.72,3000.43,16010588400.0,207910763348.0,3236.54,2648.08,2982.464,2999.94
2011-03-08,2996.73,2999.94,2976.6,3001.62,12668115400.0,168656782311.0,3295.83,2696.59,2991.293,3002.15
2011-03-09,3002.55,3002.15,2989.34,3012.04,12479073500.0,165317764173.0,3299.94,2699.95,3002.865,2957.14
2011-03-10,2995.77,2957.14,2954.37,2995.77,12379988900.0,166466133704.0,3302.37,2701.94,2970.418,2933.8
2011-03-11,2942.42,2933.8,2927.68,2966.98,11599448000.0,152652657607.0,3252.86,2661.43,2950.356,2937.63
2011-03-14,2923.98,2937.63,2914.46,2939.65,11691061800.0,152525993354.0,3227.18,2640.42,2929.814,2896.26
2011-03-15,2927.98,2896.26,2850.95,2927.98,15495195100.0,187646016836.0,3231.39,2643.86,2883.603,2930.8
2011-03-16,2894.25,2930.8,2894.25,2934.02,13077723700.0,165811913772.0,3185.88,2606.63,2913.673,2897.3
2011-03-17,2906.95,2897.3,2885.65,2935.63,13779782700.0,170585811613.0,3223.88,2637.72,2909.19,2906.89
2011-03-18,2920.81,2906.89,2900.87,2930.61,10063733500.0,127487190101.0,3187.03,2607.57,2916.137,2909.14
2011-03-21,2913.91,2909.14,2895.15,2927.07,9676027500.0,122405131565.0,3197.57,2616.2,2910.396,2919.14
2011-03-22,2917.69,2919.14,2884.75,2923.39,9511745700.0,120190606775.0,3200.05,2618.22,2909.269,2948.48
2011-03-23,2919.02,2948.48,2911.63,2950.42,11260347500.0,138318531073.0,3211.06,2627.23,2935.311,2946.71
2011-03-24,2949.85,2946.71,2942.13,2958.66,10895597900.0,137266005803.0,3243.32,2653.63,2950.372,2977.81
2011-03-25,2948.54,2977.81,2946.7,2985.08,13639636700.0,171136870352.0,3241.38,2652.04,2971.0,2984.01
2011-03-28,2985.36,2984.01,2979.2,3005.78,15601687800.0,196335110545.0,3275.6,2680.03,2993.39,2958.08
2011-03-29,2979.86,2958.08,2953.54,2994.17,16854324600.0,199600754521.0,3282.41,2685.6,2975.829,2955.77
2011-03-30,2955.45,2955.77,2935.75,2968.18,12649354800.0,152547180179.0,3253.88,2662.27,2954.808,2928.11
2011-03-31,2954.65,2928.11,2914.38,2961.63,10893561100.0,134408182897.0,3251.35,2660.19,2938.257,2967.41
2011-04-01,2932.48,2967.41,2924.39,2967.85,9984409400.0,125719196024.0,3220.92,2635.3,2942.741,3001.36
2011-04-06,2964.21,3001.36,2963.9,3005.24,14165061300.0,176487792736.0,3264.15,2670.67,2988.209,3007.91
2011-04-07,3003.2,3007.91,2990.31,3012.29,12473459100.0,152941715634.0,3301.5,2701.22,3001.508,3030.02
2011-04-08,3005.37,3030.02,2998.34,3031.1,11433779400.0,147122038468.0,3308.7,2707.12,3017.684,3022.75
2011-04-11,3037.91,3022.75,3019.89,3059.57,14718957600.0,182751284053.0,3333.02,2727.02,3042.807,3021.37
2011-04-12,3012.8,3021.37,3003.45,3039.12,14599054700.0,165602471860.0,3325.02,2720.47,3022.317,3050.4
2011-04-13,3006.83,3050.4,2994.47,3050.4,12820265500.0,147378535687.0,3323.51,2719.23,3017.082,3042.64
2011-04-14,3049.67,3042.64,3036.73,3058.24,12948710700.0,148647665913.0,3355.44,2745.36,3049.018,3050.53
2011-04-15,3036.34,3050.53,3020.16,3062.53,12853098900.0,148683828450.0,3346.9,2738.37,3040.532,3057.33
2011-04-18,3040.53,3057.33,3037.19,3067.46,13748873900.0,160812208619.0,3355.58,2745.47,3052.799,2999.04
2011-04-19,3038.81,2999.04,2996.22,3038.81,14189639400.0,166127877519.0,3363.06,2751.6,3015.017,3007.04
2011-04-20,3005.97,3007.04,2992.67,3019.12,11974165700.0,143797579092.0,3298.95,2699.14,3007.57,3026.67
2011-04-21,3021.77,3026.67,3012.54,3035.47,12151066400.0,147387019393.0,3307.74,2706.33,3023.307,3010.52
2011-04-22,3025.7,3010.52,3004.47,3032.97,11852561300.0,137406934390.0,3329.33,2724.0,3017.021,2964.95
2011-04-25,3003.03,2964.95,2964.64,3003.61,11731662200.0,140504366097.0,3311.57,2709.47,2980.758,2938.98
2011-04-26,2956.95,2938.98,2931.5,2970.28,9515481900.0,112451141164.0,3261.45,2668.46,2948.743,2925.41
2011-04-27,2946.33,2925.41,2907.66,2961.13,10549247500.0,114841130958.0,3232.88,2645.08,2941.016,2887.04
2011-04-28,2937.95,2887.04,2884.84,2953.19,10523087500.0,115790131500.0,3217.95,2632.87,2920.476,2911.51
2011-04-29,2886.63,2911.51,2871.01,2913.56,8753425500.0,93221530229.0,3175.75,2598.34,2892.312,2932.19
2011-05-03,2911.51,2932.19,2890.22,2933.46,9640272200.0,102708976572.0,3202.66,2620.36,2912.945,2866.02
2011-05-04,2916.84,2866.02,2860.07,2916.97,11148113100.0,125355694490.0,3225.41,2638.97,2892.961,2872.4
2011-05-05,2854.77,2872.4,2849.91,2880.13,9108442700.0,98812236389.0,3152.62,2579.42,2864.852,2863.89
2011-05-06,2842.76,2863.89,2834.46,2881.71,9106390900.0,105181008404.0,3159.64,2585.16,2857.795,2872.46
2011-05-09,2868.24,2872.46,2861.42,2885.18,8157615500.0,94006376498.0,3150.27,2577.5,2874.918,2890.63
2011-05-10,2876.98,2890.63,2865.1,2891.03,8129717600.0,96056705123.0,3159.71,2585.21,2878.801,2883.42
2011-05-11,2890.35,2883.42,2868.35,2897.14,9247712200.0,107106378142.0,3179.7,2601.57,2885.434,2844.08
2011-05-12,2864.98,2844.08,2843.1,2876.45,10024096100.0,114204493321.0,3171.76,2595.08,2863.218,2871.03
2011-05-13,2846.31,2871.03,2832.25,2871.99,9323881500.0,103905983166.0,3128.49,2559.67,2851.034,2849.07
2011-05-16,2864.38,2849.07,2846.31,2877.09,8464825100.0,95786245699.0,3158.13,2583.93,2862.164,2852.77
2011-05-17,2846.45,2852.77,2821.2,2869.23,9481984700.0,109798830131.0,3133.97,2564.16,2848.057,2872.77
2011-05-18,2846.72,2872.77,2843.68,2877.43,7682697000.0,90328330045.0,3138.05,2567.5,2864.282,2859.57
2011-05-19,2879.39,2859.57,2856.83,2884.14,7699453800.0,91205057076.0,3160.05,2585.49,2871.722,2858.46
2011-05-20,2858.31,2858.46,2850.45,2866.76,7074378600.0,84003220756.0,3145.53,2573.62,2858.915,2774.57
2011-05-23,2853.29,2774.57,2771.12,2853.29,9862204500.0,111438407055.0,3144.3,2572.61,2807.856,2767.06
2011-05-24,2766.06,2767.06,2744.78,2771.75,7485289800.0,88842176414.0,3052.03,2497.11,2760.16,2741.74
2011-05-25,2764.56,2741.74,2737.33,2771.18,7440653400.0,86236385809.0,3043.76,2490.35,2754.407,2736.53
2011-05-26,2755.39,2736.53,2734.54,2764.89,7874131500.0,92594926319.0,3015.92,2467.57,2753.905,2709.95
2011-05-27,2739.39,2709.95,2708.55,2746.84,8252105200.0,91901555969.0,3010.18,2462.87,2726.358,2706.36
2011-05-30,2704.49,2706.36,2689.21,2728.06,6517438800.0,71116809685.0,2980.94,2438.95,2710.334,2743.47
2011-05-31,2707.56,2743.47,2702.09,2744.93,6790038300.0,77797110767.0,2977.0,2435.72,2721.915,2743.57
2011-06-01,2737.06,2743.57,2726.49,2744.56,6855550100.0,77624943889.0,3017.82,2469.12,2736.287,2705.18
2011-06-02,2715.32,2705.18,2676.54,2727.99,8602115800.0,94278924971.0,3017.93,2469.21,2703.184,2728.02
2011-06-03,2701.77,2728.02,2701.25,2732.43,6798394500.0,78273698792.0,2975.7,2434.66,2720.807,2744.3
2011-06-07,2720.97,2744.3,2717.31,2745.77,6502129300.0,79144376103.0,3000.82,2455.22,2733.471,2750.29
2011-06-08,2742.04,2750.29,2715.25,2754.12,7429466100.0,87503873943.0,3018.73,2469.87,2735.464,2703.34
2011-06-09,2743.54,2703.34,2702.7,2747.33,8346926800.0,95128112398.0,3025.32,2475.26,2727.414,2705.14
2011-06-10,2696.13,2705.14,2672.32,2707.74,7340029400.0,83170621045.0,2973.68,2433.01,2693.466,2700.38
2011-06-13,2687.65,2700.38,2669.39,2703.42,6306945900.0,73168505455.0,2975.66,2434.63,2683.593,2730.04
2011-06-14,2696.22,2730.04,2691.67,2735.55,8309751400.0,95202692908.0,2970.42,2430.34,2721.221,2705.43
2011-06-15,2717.68,2705.43,2705.07,2730.48,7485694500.0,85433282733.0,3003.04,2457.04,2717.834,2664.28
2011-06-16,2685.63,2664.28,2663.12,2691.94,7092787000.0,76584465459.0,2975.97,2434.89,2677.247,2642.82
2011-06-17,2661.41,2642.82,2641.39,2675.03,6444263300.0,74389549410.0,2930.71,2397.85,2660.436,2621.25
2011-06-20,2635.83,2621.25,2610.99,2637.88,6005986400.0,65210745084.0,2907.1,2378.54,2624.898,2646.48
2011-06-21,2628.02,2646.48,2618.81,2648.02,6482187100.0,73287995236.0,2883.38,2359.13,2634.863,2649.32
2011-06-22,2648.53,2649.32,2633.47,2657.72,5831380200.0,64614596270.0,2911.13,2381.83,2646.337,2688.25
2011-06-23,2640.66,2688.25,2630.34,2693.42,7377268800.0,82454849436.0,2914.25,2384.39,2661.644,2746.21
2011-06-24,2678.05,2746.21,2674.3,2759.71,12577362800.0,142646189157.0,2957.07,2419.42,2727.429,2758.23
2011-06-27,2746.79,2758.23,2743.5,2769.04,10160101800.0,116169106755.0,3020.83,2471.59,2754.685,2759.2
2011-06-28,2759.71,2759.2,2736.4,2763.28,8827745000.0,104045742069.0,3034.05,2482.41,2750.355,2728.48
2011-06-29,2757.4,2728.48,2727.25,2759.23,8822419700.0,99001117841.0,3035.12,2483.28,2746.457,2762.08
2011-06-30,2729.99,2762.08,2729.99,2774.36,9096712400.0,103037468870.0,3001.33,2455.63,2758.235,2759.36
2011-07-01,2767.83,2759.36,2752.97,2778.67,9207287800.0,105453231505.0,3038.28,2485.87,2764.093,2812.82
2011-07-04,2770.94,2812.82,2770.94,2813.27,12196226000.0,143818650586.0,3035.3,2483.43,2797.628,2816.36
2011-07-05,2812.72,2816.36,2799.11,2818.14,11012422400.0,128654526188.0,3094.1,2531.54,2809.381,2810.48
2011-07-06,2811.82,2810.48,2780.73,2811.82,10310439300.0,122088884714.0,3097.99,2534.72,2796.671,2794.27
2011-07-07,2813.19,2794.27,2793.89,2825.12,11651214300.0,140065119726.0,3091.53,2529.43,2807.958,2797.77
2011-07-08,2797.03,2797.77,2784.13,2807.38,8621160900.0,102765056015.0,3073.69,2514.84,2795.441,2802.69
2011-07-11,2789.45,2802.69,2780.66,2807.32,8606359500.0,101442076053.0,3077.55,2518.0,2795.946,2754.58
2011-07-12,2783.72,2754.58,2752.19,2783.72,9667447500.0,111535233112.0,3082.96,2522.42,2766.789,2795.48
2011-07-13,2756.03,2795.48,2756.03,2797.27,9192912800.0,107695952064.0,3030.04,2479.12,2782.409,2810.44
2011-07-14,2798.21,2810.44,2788.98,2811.7,10450208000.0,125648830383.0,3075.02,2515.93,2802.393,2820.17
2011-07-15,2803.59,2820.17,2794.16,2821.34,10747006400.0,127720321009.0,3091.49,2529.4,2811.125,2816.69
2011-07-18,2821.36,2816.69,2807.11,2826.96,10810862300.0,129581321226.0,3102.19,2538.15,2818.43,2796.98
2011-07-19,2804.92,2796.98,2790.68,2809.32,9274088400.0,110120383510.0,3098.36,2535.02,2798.842,2794.2
2011-07-20,2810.44,2794.2,2779.38,2817.28,8403061600.0,99677739096.0,3076.68,2517.28,2797.186,2765.89
2011-07-21,2795.9,2765.89,2763.42,2799.85,8176058200.0,95769511827.0,3073.63,2514.78,2777.005,2770.79
2011-07-22,2769.86,2770.79,2763.8,2782.17,7021183700.0,82498349719.0,3042.48,2489.3,2772.574,2688.75
2011-07-25,2759.63,2688.75,2680.75,2759.63,11124224900.0,120856437817.0,3047.87,2493.71,2720.926,2703.03
2011-07-26,2685.75,2703.03,2677.12,2704.94,7288145400.0,79482934662.0,2957.62,2419.87,2689.992,2723.49
2011-07-27,2690.14,2723.49,2680.43,2726.8,8040778100.0,92082368241.0,2973.33,2432.72,2708.283,2708.78
2011-07-28,2701.77,2708.78,2684.66,2712.09,7847491500.0,90451815581.0,2995.84,2451.14,2699.441,2701.73
2011-07-29,2706.5,2701.73,2681.27,2721.53,7547165500.0,83784760931.0,2979.65,2437.9,2702.381,2703.78
2011-08-01,2697.57,2703.78,2688.53,2712.89,5900071100.0,66073995356.0,2971.9,2431.56,2703.658,2679.26
2011-08-02,2689.97,2679.26,2651.28,2689.97,6999318100.0,77994116095.0,2974.16,2433.4,2666.427,2678.49
2011-08-03,2659.12,2678.49,2654.36,2688.07,6398161000.0,73381007588.0,2947.18,2411.33,2675.516,2684.04
2011-08-04,2683.19,2684.04,2675.53,2698.82,5887211100.0,69338641969.0,2946.33,2410.64,2687.138,2626.42
2011-08-05,2620.28,2626.42,2605.14,2644.58,7857183300.0,87777759968.0,2952.44,2415.64,2629.377,2526.82
2011-08-08,2599.29,2526.82,2497.92,2614.19,11030249600.0,117550544112.0,2889.07,2363.78,2554.105,2526.07
2011-08-09,2468.03,2526.07,2437.68,2537.41,10372389200.0,107745074507.0,2779.5,2274.13,2489.824,2549.18
2011-08-10,2562.39,2549.18,2544.95,2579.16,10036934300.0,104038322989.0,2778.68,2273.46,2562.239,2581.51
2011-08-11,2508.86,2581.51,2505.01,2582.16,9559726500.0,100089141534.0,2804.09,2294.26,2555.887,2593.17
2011-08-12,2593.39,2593.17,2585.85,2605.45,9717120600.0,100034768305.0,2839.66,2323.36,2595.806,2626.77
2011-08-15,2598.14,2626.77,2584.41,2627.1,8867684200.0,90997350623.0,2852.49,2333.86,2605.799,2608.17
2011-08-16,2627.85,2608.17,2601.5,2636.36,8522686100.0,90247920858.0,2889.45,2364.09,2618.995,2601.26
2011-08-17,2603.96,2601.26,2596.04,2617.16,7010914600.0,72200596507.0,2868.98,2347.35,2605.516,2559.47
2011-08-18,2601.99,2559.47,2556.86,2603.49,7098927700.0,76087950237.0,2861.39,2341.13,2581.273,2534.36
2011-08-19,2519.64,2534.36,2513.75,2538.27,7060680100.0,73771901698.0,2815.42,2303.52,2526.101,2515.86
2011-08-22,2534.57,2515.86,2507.78,2553.41,6121442900.0,65524542977.0,2787.79,2280.92,2530.595,2554.02
2011-08-23,2524.88,2554.02,2514.95,2554.18,6094419300.0,63210700214.0,2767.45,2264.28,2534.619,2541.09
2011-08-24,2562.41,2541.09,2536.26,2569.28,6546246900.0,70690689369.0,2809.42,2298.62,2554.901,2615.26
2011-08-25,2546.4,2615.26,2545.05,2616.3,10453797800.0,104570297571.0,2795.2,2286.98,2584.999,2612.19
2011-08-26,2602.21,2612.19,2593.24,2616.64,7785045000.0,81503341252.0,2876.79,2353.73,2604.509,2576.41
2011-08-29,2595.47,2576.41,2570.84,2595.47,7369609500.0,78406747865.0,2873.41,2350.97,2580.597,2566.59
2011-08-30,2592.6,2566.59,2563.69,2615.14,7591068600.0,79541815163.0,2834.05,2318.77,2592.28,2567.34
2011-08-31,2566.53,2567.34,2545.1,2574.41,5916972000.0,62236266864.0,2823.25,2309.94,2561.604,2556.04
2011-09-01,2569.8,2556.04,2547.86,2584.8,5729092700.0,59881555987.0,2824.07,2310.61,2564.915,2528.28
2011-09-02,2551.56,2528.28,2517.62,2557.31,5443658100.0,55969022194.0,2811.65,2300.44,2533.771,2478.74
2011-09-05,2510.1,2478.74,2478.2,2510.1,5503106600.0,56402274346.0,2781.11,2275.45,2489.961,2470.52
2011-09-06,2465.57,2470.52,2459.54,2482.24,4922317300.0,50140331683.0,2726.61,2230.87,2470.098,2516.09
2011-09-07,2480.94,2516.09,2475.22,2516.75,5966586000.0,61951469219.0,2717.58,2223.47,2497.945,2498.94
2011-09-08,2523.96,2498.94,2498.11,2524.38,5527195200.0,60046842303.0,2767.7,2264.48,2512.668,2497.75
2011-09-09,2506.97,2497.75,2487.14,2528.42,5125338000.0,53535159299.0,2748.84,2249.05,2505.382,2471.3
2011-09-13,2467.73,2471.3,2453.8,2477.08,4993091900.0,51851701382.0,2747.53,2247.98,2464.618,2484.83
2011-09-14,2478.59,2484.83,2439.37,2485.93,5406597700.0,54761652533.0,2718.44,2224.17,2468.154,2479.05
2011-09-15,2482.86,2479.05,2477.65,2496.57,5600368800.0,55860904582.0,2733.31,2236.34,2486.441,2482.34
2011-09-16,2490.18,2482.34,2475.76,2499.48,4798685400.0,49584868842.0,2726.96,2231.15,2488.074,2437.8
2011-09-19,2469.6,2437.8,2437.16,2469.6,4874682200.0,48599667204.0,2730.58,2234.11,2448.85,2447.76
2011-09-20,2433.72,2447.76,2426.7,2460.03,4626589200.0,47956372390.0,2681.57,2194.02,2441.792,2512.96
